path,fileClass,skill,anchor,anchorSource,realEditCount,derivedVersion,action
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/agent-routing/debug-profile.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",16,1.9.0.16,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/agent-routing/multi-ai-council-profile.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",7,1.9.0.7,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/agent-routing/research-profile.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",12,1.9.0.12,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/agent-routing/review-profile.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",16,1.9.0.16,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/built-in-tools/mcp-server-registration.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",13,1.9.0.13,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/built-in-tools/review-tui-command.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",13,1.9.0.13,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/built-in-tools/search-exec-mode.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",14,1.9.0.14,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/cli-invocation/codex-exec-review.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",13,1.9.0.13,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/cli-invocation/default-invocation.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",13,1.9.0.13,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/cli-invocation/explicit-fast-service-tier.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",13,1.9.0.13,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/cli-invocation/gpt-5-5-model-lock.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",17,1.9.0.17,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/codex-cloud/codex-cloud-dispatch.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",14,1.9.0.14,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/git-preflight-advisory/git-preflight-advisory.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",4,1.9.0.4,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/integration-patterns/generate-review-fix-cycle.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",15,1.9.0.15,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/integration-patterns/image-input.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",13,1.9.0.13,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/integration-patterns/web-search.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",14,1.9.0.14,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/manual-testing-playbook.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",35,1.9.0.35,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/prompt-templates/clear-scoring-quality-card.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",22,1.9.0.22,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/prompt-templates/prompt-templates-inventory.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",18,1.9.0.18,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/reasoning-effort/high-xhigh-override.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",17,1.9.0.17,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/reasoning-effort/low-minimal-none-baseline.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",12,1.9.0.12,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/reasoning-effort/medium-skill-default.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",12,1.9.0.12,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/sandbox-modes/approval-policies.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",15,1.9.0.15,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/sandbox-modes/danger-full-access-sandbox.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",12,1.9.0.12,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/sandbox-modes/read-only-sandbox.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",16,1.9.0.16,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/sandbox-modes/workspace-write-sandbox.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",15,1.9.0.15,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/session-continuity/full-auto-hooks.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",19,1.9.0.19,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/session-continuity/session-resume-fork.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",16,1.9.0.16,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/stress/auth-failure.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",7,1.9.0.7,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/stress/budget-rejection.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",7,1.9.0.7,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/stress/child-spec-gate.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",8,1.9.0.8,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/stress/model-or-balance.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",7,1.9.0.7,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/stress/node-modules-integrity.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",7,1.9.0.7,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/stress/orphan-cleanup.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",7,1.9.0.7,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/stress/partial-lineage-death.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",7,1.9.0.7,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/stress/rate-limit.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",7,1.9.0.7,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/stress/sandbox-permission.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",7,1.9.0.7,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/stress/self-invocation.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",7,1.9.0.7,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/stress/stdin-hang.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",7,1.9.0.7,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/stress/timeout.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",7,1.9.0.7,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/stress/transport-missing.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",7,1.9.0.7,compute
.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook/stress/worktree-collision.md,playbook,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",7,1.9.0.7,compute
.skilled/skills/cli-external-orchestration/cli-codex/references/agent-delegation.md,reference,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",20,1.9.0.20,compute
.skilled/skills/cli-external-orchestration/cli-codex/references/cli-reference.md,reference,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",21,1.9.0.21,compute
.skilled/skills/cli-external-orchestration/cli-codex/references/codex-tools.md,reference,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",13,1.9.0.13,compute
.skilled/skills/cli-external-orchestration/cli-codex/references/hook-contract.md,reference,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",26,1.9.0.26,compute
.skilled/skills/cli-external-orchestration/cli-codex/references/integration-patterns.md,reference,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",19,1.9.0.19,compute
.skilled/skills/cli-external-orchestration/cli-codex/references/providers-and-models.md,reference,cli-external-orchestration/cli-codex,1.9.0.0,"max(fm,changelog)",7,1.9.0.7,compute
.skilled/skills/cli-external-orchestration/cli-cursor/README.md,readme,cli-external-orchestration/cli-cursor,1.4.1.0,"max(fm,changelog)",20,1.4.0.20,compute
.skilled/skills/cli-external-orchestration/cli-cursor/SKILL.md,skill-md,cli-external-orchestration/cli-cursor,1.4.1.0,"max(fm,changelog)",,1.4.1.0,compute
.skilled/skills/cli-external-orchestration/cli-cursor/assets/prompt-quality-card.md,asset,cli-external-orchestration/cli-cursor,1.4.1.0,"max(fm,changelog)",8,1.4.0.8,compute
.skilled/skills/cli-external-orchestration/cli-cursor/assets/prompt-templates.md,asset,cli-external-orchestration/cli-cursor,1.4.1.0,"max(fm,changelog)",11,1.4.0.11,compute
.skilled/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/agents-skills-rules/agent-mirror-integrity.md,playbook,cli-external-orchestration/cli-cursor,1.4.1.0,"max(fm,changelog)",4,1.4.0.4,compute
.skilled/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/agents-skills-rules/agent-roster-enumeration.md,playbook,cli-external-orchestration/cli-cursor,1.4.1.0,"max(fm,changelog)",6,1.4.0.6,compute
.skilled/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/agents-skills-rules/command-roster-invocation.md,playbook,cli-external-orchestration/cli-cursor,1.4.1.0,"max(fm,changelog)",6,1.4.0.6,compute
.skilled/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/agents-skills-rules/mirrored-agent-dispatch.md,playbook,cli-external-orchestration/cli-cursor,1.4.1.0,"max(fm,changelog)",4,1.4.0.4,compute
.skilled/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/approvals-and-sandbox/auto-review-smart-auto.md,playbook,cli-external-orchestration/cli-cursor,1.4.1.0,"max(fm,changelog)",3,1.4.0.3,compute
.skilled/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/approvals-and-sandbox/force-yolo-sandbox-toggle.md,playbook,cli-external-orchestration/cli-cursor,1.4.1.0,"max(fm,changelog)",3,1.4.0.3,compute
.skilled/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/cli-invocation/auth-fail-exit-zero-safety-gotcha.md,playbook,cli-external-orchestration/cli-cursor,1.4.1.0,"max(fm,changelog)",3,1.4.0.3,compute
.skilled/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/cli-invocation/default-invocation.md,playbook,cli-external-orchestration/cli-cursor,1.4.1.0,"max(fm,changelog)",3,1.4.0.3,compute
.skilled/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/cli-invocation/hallucination-fixture-fake-flag.md,playbook,cli-external-orchestration/cli-cursor,1.4.1.0,"max(fm,changelog)",2,1.4.0.2,compute
.skilled/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/cloud-worker/worker-help-inspection-skip-default.md,playbook,cli-external-orchestration/cli-cursor,1.4.1.0,"max(fm,changelog)",2,1.4.0.2,compute
.skilled/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/execution-modes/ask-mode-read-only.md,playbook,cli-external-orchestration/cli-cursor,1.4.1.0,"max(fm,changelog)",3,1.4.0.3,compute
.skilled/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/execution-modes/default-agent-write-capable.md,playbook,cli-external-orchestration/cli-cursor,1.4.1.0,"max(fm,changelog)",3,1.4.0.3,compute
.skilled/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/execution-modes/plan-mode-read-only.md,playbook,cli-external-orchestration/cli-cursor,1.4.1.0,"max(fm,changelog)",4,1.4.0.4,compute
.skilled/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/git-preflight-advisory/git-preflight-advisory.md,playbook,cli-external-orchestration/cli-cursor,1.4.1.0,"max(fm,changelog)",4,1.4.0.4,compute
.skilled/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/goal-hook/goal-hook.md,playbook,cli-external-orchestration/cli-cursor,1.4.1.0,"max(fm,changelog)",9,1.4.0.9,compute
