path	hit_lines	area	subarea	ext	md_fenced_lines	md_inline_lines
.opencode/bin/lib/compiled-routing/009-parent-hub-rollout/001-sk-code/harness/build-artifacts.cjs	2	opencode:bin	lib	cjs		
.opencode/bin/lib/compiled-routing/009-parent-hub-rollout/002-system-deep-loop/harness/build-artifacts.cjs	2	opencode:bin	lib	cjs		
.opencode/bin/lib/compiled-routing/009-parent-hub-rollout/003-mcp-tooling/harness/build-artifacts.cjs	2	opencode:bin	lib	cjs		
.opencode/bin/lib/compiled-routing/009-parent-hub-rollout/004-cli-external-orchestration/harness/build-artifacts.cjs	2	opencode:bin	lib	cjs		
.opencode/bin/lib/compiled-routing/009-parent-hub-rollout/007-sk-doc/harness/build-artifacts.cjs	2	opencode:bin	lib	cjs		
.opencode/bin/lib/compiled-routing/serving-closure.manifest.json	1	opencode:bin	lib	json		
.opencode/bin/lib/launcher-ipc-bridge.cjs	1	opencode:bin	lib	cjs		
.opencode/bin/lib/model-server-supervision.cjs	2	opencode:bin	lib	cjs		
.opencode/bin/mcp-code-mode-launcher.cjs	1	opencode:bin	mcp-code-mode-launcher.cjs	cjs		
.opencode/bin/relink-local-specs.sh	1	opencode:bin	relink-local-specs.sh	sh		
.opencode/bin/system-skill-advisor-launcher.cjs	1	opencode:bin	system-skill-advisor-launcher.cjs	cjs		
.opencode/bin/tests/compiled-route-manifest.test.cjs	9	opencode:bin	tests	cjs		
.opencode/bin/tests/fixtures/no-spec-import/negative/clean-runtime.cjs	1	opencode:bin	tests	cjs		
.opencode/bin/worktree-guard.sh	4	opencode:bin	worktree-guard.sh	sh		
.opencode/bin/worktree-session.sh	7	opencode:bin	worktree-session.sh	sh		
.opencode/commands/README.txt	1	opencode:commands	README.txt	txt		
.opencode/commands/agent-router.md	1	opencode:commands	agent-router.md	md	0	1
.opencode/commands/create/README.txt	3	opencode:commands	create	txt		
.opencode/commands/create/agent.md	7	opencode:commands	create	md	0	7
.opencode/commands/create/assets/create-agent-auto.yaml	14	opencode:commands	create	yaml		
.opencode/commands/create/assets/create-agent-confirm.yaml	16	opencode:commands	create	yaml		
.opencode/commands/create/assets/create-agent-presentation.txt	1	opencode:commands	create	txt		
.opencode/commands/create/assets/create-benchmark-auto.yaml	15	opencode:commands	create	yaml		
.opencode/commands/create/assets/create-benchmark-confirm.yaml	15	opencode:commands	create	yaml		
.opencode/commands/create/assets/create-benchmark-presentation.txt	6	opencode:commands	create	txt		
.opencode/commands/create/assets/create-changelog-auto.yaml	23	opencode:commands	create	yaml		
.opencode/commands/create/assets/create-changelog-confirm.yaml	22	opencode:commands	create	yaml		
.opencode/commands/create/assets/create-command-auto.yaml	20	opencode:commands	create	yaml		
.opencode/commands/create/assets/create-command-confirm.yaml	16	opencode:commands	create	yaml		
.opencode/commands/create/assets/create-command-presentation.txt	7	opencode:commands	create	txt		
.opencode/commands/create/assets/create-diff-auto.yaml	28	opencode:commands	create	yaml		
.opencode/commands/create/assets/create-diff-confirm.yaml	28	opencode:commands	create	yaml		
.opencode/commands/create/assets/create-diff-presentation.txt	7	opencode:commands	create	txt		
.opencode/commands/create/assets/create-feature-catalog-auto.yaml	18	opencode:commands	create	yaml		
.opencode/commands/create/assets/create-feature-catalog-confirm.yaml	18	opencode:commands	create	yaml		
.opencode/commands/create/assets/create-feature-catalog-presentation.txt	3	opencode:commands	create	txt		
.opencode/commands/create/assets/create-manual-testing-playbook-auto.yaml	18	opencode:commands	create	yaml		
.opencode/commands/create/assets/create-manual-testing-playbook-confirm.yaml	18	opencode:commands	create	yaml		
.opencode/commands/create/assets/create-manual-testing-playbook-presentation.txt	3	opencode:commands	create	txt		
.opencode/commands/create/assets/create-readme-auto.yaml	21	opencode:commands	create	yaml		
.opencode/commands/create/assets/create-readme-confirm.yaml	23	opencode:commands	create	yaml		
.opencode/commands/create/assets/create-readme-presentation.txt	2	opencode:commands	create	txt		
.opencode/commands/create/assets/create-repo-rule-auto.yaml	7	opencode:commands	create	yaml		
.opencode/commands/create/assets/create-repo-rule-confirm.yaml	7	opencode:commands	create	yaml		
.opencode/commands/create/assets/create-skill-auto.yaml	29	opencode:commands	create	yaml		
.opencode/commands/create/assets/create-skill-confirm.yaml	30	opencode:commands	create	yaml		
.opencode/commands/create/assets/create-skill-parent-auto.yaml	29	opencode:commands	create	yaml		
.opencode/commands/create/assets/create-skill-parent-confirm.yaml	28	opencode:commands	create	yaml		
.opencode/commands/create/assets/create-skill-parent-presentation.txt	6	opencode:commands	create	txt		
.opencode/commands/create/assets/create-skill-presentation.txt	5	opencode:commands	create	txt		
.opencode/commands/create/assets/create-with-human-voice-auto.yaml	8	opencode:commands	create	yaml		
.opencode/commands/create/assets/create-with-human-voice-confirm.yaml	8	opencode:commands	create	yaml		
.opencode/commands/create/assets/tests/fixtures/emitted-name-contract.json	4	opencode:commands	create	json		
.opencode/commands/create/assets/tests/test_emitted_name_contract.py	1	opencode:commands	create	py		
.opencode/commands/create/assets/tests/test_skill_parent_router_parity.py	5	opencode:commands	create	py		
.opencode/commands/create/benchmark.md	7	opencode:commands	create	md	0	7
.opencode/commands/create/changelog.md	7	opencode:commands	create	md	0	7
.opencode/commands/create/command.md	7	opencode:commands	create	md	0	7
.opencode/commands/create/diff.md	7	opencode:commands	create	md	0	7
.opencode/commands/create/feature-catalog.md	7	opencode:commands	create	md	0	7
.opencode/commands/create/manual-testing-playbook.md	7	opencode:commands	create	md	0	7
.opencode/commands/create/readme.md	7	opencode:commands	create	md	0	7
.opencode/commands/create/repo-rule.md	6	opencode:commands	create	md	0	6
.opencode/commands/create/skill-parent.md	8	opencode:commands	create	md	0	8
.opencode/commands/create/skill.md	7	opencode:commands	create	md	0	7
.opencode/commands/create/with-human-voice.md	8	opencode:commands	create	md	0	8
.opencode/commands/deep/agent-improvement.md	9	opencode:commands	deep	md	0	9
.opencode/commands/deep/ai-council.md	6	opencode:commands	deep	md	0	6
.opencode/commands/deep/assets/compiled/README.md	3	opencode:commands	deep	md	2	1
.opencode/commands/deep/assets/compiled/deep-ai-council.contract.md	72	opencode:commands	deep	md	9	63
.opencode/commands/deep/assets/compiled/deep-research.contract.md	52	opencode:commands	deep	md	9	43
.opencode/commands/deep/assets/compiled/deep-review.contract.md	51	opencode:commands	deep	md	9	42
.opencode/commands/deep/assets/deep-agent-improvement-auto.yaml	40	opencode:commands	deep	yaml		
.opencode/commands/deep/assets/deep-agent-improvement-confirm.yaml	41	opencode:commands	deep	yaml		
.opencode/commands/deep/assets/deep-agent-improvement-presentation.txt	25	opencode:commands	deep	txt		
.opencode/commands/deep/assets/deep-ai-council-auto.yaml	22	opencode:commands	deep	yaml		
.opencode/commands/deep/assets/deep-ai-council-confirm.yaml	21	opencode:commands	deep	yaml		
.opencode/commands/deep/assets/deep-ai-council-presentation.txt	15	opencode:commands	deep	txt		
.opencode/commands/deep/assets/deep-model-benchmark-auto.yaml	29	opencode:commands	deep	yaml		
.opencode/commands/deep/assets/deep-model-benchmark-confirm.yaml	32	opencode:commands	deep	yaml		
.opencode/commands/deep/assets/deep-model-benchmark-presentation.txt	30	opencode:commands	deep	txt		
.opencode/commands/deep/assets/deep-research-auto.yaml	88	opencode:commands	deep	yaml		
.opencode/commands/deep/assets/deep-research-confirm.yaml	57	opencode:commands	deep	yaml		
.opencode/commands/deep/assets/deep-research-presentation.txt	17	opencode:commands	deep	txt		
.opencode/commands/deep/assets/deep-review-auto.yaml	83	opencode:commands	deep	yaml		
.opencode/commands/deep/assets/deep-review-confirm.yaml	60	opencode:commands	deep	yaml		
.opencode/commands/deep/assets/deep-review-presentation.txt	19	opencode:commands	deep	txt		
.opencode/commands/deep/assets/legacy/README.md	6	opencode:commands	deep	md	4	2
.opencode/commands/deep/assets/legacy/deep-ai-council.body.md	6	opencode:commands	deep	md	0	6
.opencode/commands/deep/assets/legacy/deep-research.body.md	9	opencode:commands	deep	md	0	9
.opencode/commands/deep/assets/legacy/deep-review.body.md	6	opencode:commands	deep	md	0	6
.opencode/commands/deep/model-benchmark.md	9	opencode:commands	deep	md	0	9
.opencode/commands/deep/research.md	9	opencode:commands	deep	md	0	9
.opencode/commands/deep/review.md	6	opencode:commands	deep	md	0	6
.opencode/commands/design/assets/chart-auto.yaml	9	opencode:commands	design	yaml		
.opencode/commands/design/assets/chart-confirm.yaml	9	opencode:commands	design	yaml		
.opencode/commands/design/assets/chart-presentation.txt	10	opencode:commands	design	txt		
.opencode/commands/design/assets/diagram-auto.yaml	22	opencode:commands	design	yaml		
.opencode/commands/design/assets/diagram-confirm.yaml	22	opencode:commands	design	yaml		
.opencode/commands/design/assets/diagram-presentation.txt	8	opencode:commands	design	txt		
.opencode/commands/design/assets/extract-auto.yaml	9	opencode:commands	design	yaml		
.opencode/commands/design/assets/extract-confirm.yaml	11	opencode:commands	design	yaml		
.opencode/commands/design/assets/extract-presentation.txt	1	opencode:commands	design	txt		
.opencode/commands/design/chart.md	8	opencode:commands	design	md	0	8
.opencode/commands/design/diagram.md	7	opencode:commands	design	md	0	7
.opencode/commands/design/extract.md	8	opencode:commands	design	md	0	8
.opencode/commands/doctor/_routes.yaml	36	opencode:commands	doctor	yaml		
.opencode/commands/doctor/assets/doctor-deep-loop.yaml	11	opencode:commands	doctor	yaml		
.opencode/commands/doctor/assets/doctor-embeddings.yaml	3	opencode:commands	doctor	yaml		
.opencode/commands/doctor/assets/doctor-fable-mode.yaml	4	opencode:commands	doctor	yaml		
.opencode/commands/doctor/assets/doctor-mcp-debug.yaml	13	opencode:commands	doctor	yaml		
.opencode/commands/doctor/assets/doctor-mcp-install.yaml	12	opencode:commands	doctor	yaml		
.opencode/commands/doctor/assets/doctor-mcp-presentation.txt	2	opencode:commands	doctor	txt		
.opencode/commands/doctor/assets/doctor-parent-skill.yaml	4	opencode:commands	doctor	yaml		
.opencode/commands/doctor/assets/doctor-router-reach.yaml	5	opencode:commands	doctor	yaml		
.opencode/commands/doctor/assets/doctor-runtime-mirrors.yaml	79	opencode:commands	doctor	yaml		
.opencode/commands/doctor/assets/doctor-skill-advisor.yaml	14	opencode:commands	doctor	yaml		
.opencode/commands/doctor/assets/doctor-skill-budget.yaml	4	opencode:commands	doctor	yaml		
.opencode/commands/doctor/assets/doctor-skill-graph-freshness.yaml	4	opencode:commands	doctor	yaml		
.opencode/commands/doctor/assets/doctor-speckit-presentation.txt	4	opencode:commands	doctor	txt		
.opencode/commands/doctor/assets/doctor-speckit-retrieval.yaml	19	opencode:commands	doctor	yaml		
.opencode/commands/doctor/assets/doctor-update-presentation.txt	5	opencode:commands	doctor	txt		
.opencode/commands/doctor/assets/doctor-update.yaml	52	opencode:commands	doctor	yaml		
.opencode/commands/doctor/mcp.md	7	opencode:commands	doctor	md	0	7
.opencode/commands/doctor/scripts/README.md	21	opencode:commands	doctor	md	13	8
.opencode/commands/doctor/scripts/agent-roster-mirror-check.cjs	1	opencode:commands	doctor	cjs		
.opencode/commands/doctor/scripts/audit_descriptions.py	8	opencode:commands	doctor	py		
.opencode/commands/doctor/scripts/check-mcp-mutation-class.sh	4	opencode:commands	doctor	sh		
.opencode/commands/doctor/scripts/command-catalog-mirror-check.cjs	6	opencode:commands	doctor	cjs		
.opencode/commands/doctor/scripts/doctor-runtime-bootstrap.sh	8	opencode:commands	doctor	sh		
.opencode/commands/doctor/scripts/mcp-doctor-lib.sh	1	opencode:commands	doctor	sh		
.opencode/commands/doctor/scripts/mcp-doctor.sh	5	opencode:commands	doctor	sh		
.opencode/commands/doctor/scripts/parent-skill-check.cjs	6	opencode:commands	doctor	cjs		
.opencode/commands/doctor/scripts/route-validate.py	6	opencode:commands	doctor	py		
.opencode/commands/doctor/scripts/route-validate.sh	4	opencode:commands	doctor	sh		
.opencode/commands/doctor/scripts/skill-graph-freshness.cjs	3	opencode:commands	doctor	cjs		
.opencode/commands/doctor/scripts/tests/skill-advisor-route-contract.test.cjs	4	opencode:commands	doctor	cjs		
.opencode/commands/doctor/speckit.md	16	opencode:commands	doctor	md	0	16
.opencode/commands/doctor/update.md	5	opencode:commands	doctor	md	0	5
.opencode/commands/goal-opencode.md	1	opencode:commands	goal-opencode.md	md	0	1
.opencode/commands/prompt/assets/prompt_improve_auto.yaml	8	opencode:commands	prompt	yaml		
.opencode/commands/prompt/assets/prompt_improve_confirm.yaml	8	opencode:commands	prompt	yaml		
.opencode/commands/prompt/assets/prompt_improve_presentation.txt	2	opencode:commands	prompt	txt		
.opencode/commands/prompt/improve.md	6	opencode:commands	prompt	md	0	6
.opencode/commands/rewrite/response-by-external-agent.md	7	opencode:commands	rewrite	md	2	5
.opencode/commands/rewrite/response.md	3	opencode:commands	rewrite	md	0	3
.opencode/commands/scripts/README.md	7	opencode:commands	scripts	md	5	2
.opencode/commands/scripts/fixtures/README.md	2	opencode:commands	scripts	md	1	1
.opencode/commands/scripts/fixtures/broken-command-refs.yaml	3	opencode:commands	scripts	yaml		
.opencode/commands/scripts/validate-command-references.cjs	14	opencode:commands	scripts	cjs		
.opencode/commands/speckit/README.txt	7	opencode:commands	speckit	txt		
.opencode/commands/speckit/assets/speckit-complete.yaml	65	opencode:commands	speckit	yaml		
.opencode/commands/speckit/assets/speckit-implement.yaml	33	opencode:commands	speckit	yaml		
.opencode/commands/speckit/assets/speckit-plan.yaml	43	opencode:commands	speckit	yaml		
.opencode/commands/speckit/assets/speckit-resume-auto.yaml	8	opencode:commands	speckit	yaml		
.opencode/commands/speckit/assets/speckit-resume-confirm.yaml	8	opencode:commands	speckit	yaml		
.opencode/commands/speckit/assets/speckit-save-context-tail.yaml	3	opencode:commands	speckit	yaml		
.opencode/commands/speckit/complete.md	7	opencode:commands	speckit	md	0	7
.opencode/commands/speckit/implement.md	7	opencode:commands	speckit	md	0	7
.opencode/commands/speckit/plan.md	8	opencode:commands	speckit	md	1	7
.opencode/commands/speckit/resume.md	6	opencode:commands	speckit	md	0	6
.opencode/commands/speckit/save.md	7	opencode:commands	speckit	md	0	7
.opencode/commands/speckit/search.md	7	opencode:commands	speckit	md	2	5
.opencode/hooks/README.md	20	opencode:hooks	README.md	md	7	13
.opencode/hooks/codex-watchdog/README.md	11	opencode:hooks	codex-watchdog	md	4	7
.opencode/hooks/completion/README.md	12	opencode:hooks	completion	md	3	9
.opencode/hooks/directive-lifecycle/README.md	6	opencode:hooks	directive-lifecycle	md	3	3
.opencode/hooks/dispatch/README.md	9	opencode:hooks	dispatch	md	4	5
.opencode/hooks/dispatch/claude/dispatch-preflight-lint.mjs	2	opencode:hooks	dispatch	mjs		
.opencode/hooks/dispatch/codex/dispatch-preflight-lint.mjs	1	opencode:hooks	dispatch	mjs		
.opencode/hooks/dispatch/cursor/dispatch-preflight-lint.mjs	1	opencode:hooks	dispatch	mjs		
.opencode/hooks/dispatch/devin/dispatch-preflight-lint.mjs	1	opencode:hooks	dispatch	mjs		
.opencode/hooks/dispatch/lib/dispatch-audit.mjs	1	opencode:hooks	dispatch	mjs		
.opencode/hooks/dispatch/lib/dispatch-rule-checks.test.mjs	6	opencode:hooks	dispatch	mjs		
.opencode/hooks/dispatch/pi/dispatch-audit.ts	2	opencode:hooks	dispatch	ts		
.opencode/hooks/dispatch/pi/dispatch-preflight-lint.ts	6	opencode:hooks	dispatch	ts		
.opencode/hooks/dist-freshness/README.md	13	opencode:hooks	dist-freshness	md	3	10
.opencode/hooks/git-hooks-check/README.md	13	opencode:hooks	git-hooks-check	md	3	10
.opencode/hooks/git-primary-reconcile/README.md	11	opencode:hooks	git-primary-reconcile	md	2	9
.opencode/hooks/git-worktree-guard/README.md	12	opencode:hooks	git-worktree-guard	md	4	8
.opencode/hooks/git/README.md	9	opencode:hooks	git	md	3	6
.opencode/hooks/git/install-hooks.sh	3	opencode:hooks	git	sh		
.opencode/hooks/git/pre-commit	9	opencode:hooks	git	pre-commit		
.opencode/hooks/goal/README.md	17	opencode:hooks	goal	md	10	7
.opencode/hooks/goal/cursor/goal-cursor.test.mjs	2	opencode:hooks	goal	mjs		
.opencode/hooks/goal/cursor/goal-inject.mjs	1	opencode:hooks	goal	mjs		
.opencode/hooks/goal/devin/goal-inject.mjs	1	opencode:hooks	goal	mjs		
.opencode/hooks/goal/goal-plugin.md	21	opencode:hooks	goal	md	9	12
.opencode/hooks/goal/lib/goal-core.cjs	2	opencode:hooks	goal	cjs		
.opencode/hooks/goal/lib/goal-core.test.cjs	6	opencode:hooks	goal	cjs		
.opencode/hooks/goal/lib/goal-slice.cjs	2	opencode:hooks	goal	cjs		
.opencode/hooks/goal/lib/goal-slice.test.cjs	1	opencode:hooks	goal	cjs		
.opencode/hooks/goal/pi/goal-context.ts	2	opencode:hooks	goal	ts		
.opencode/hooks/goal/pi/goal-pi.test.mjs	1	opencode:hooks	goal	mjs		
.opencode/hooks/hook-flags.env.example	3	opencode:hooks	hook-flags.env.example	example		
.opencode/hooks/hook-install/README.md	13	opencode:hooks	hook-install	md	3	10
.opencode/hooks/injection-contract.md	12	opencode:hooks	injection-contract.md	md	0	12
.opencode/hooks/mcp-route-guard/README.md	6	opencode:hooks	mcp-route-guard	md	2	4
.opencode/hooks/mcp-route-guard/cursor/mcp-route-guard.mjs	1	opencode:hooks	mcp-route-guard	mjs		
.opencode/hooks/mcp-route-guard/pi/mcp-route-guard.ts	2	opencode:hooks	mcp-route-guard	ts		
.opencode/hooks/permission-policy/README.md	5	opencode:hooks	permission-policy	md	3	2
.opencode/hooks/post-edit-quality/README.md	10	opencode:hooks	post-edit-quality	md	4	6
.opencode/hooks/post-edit-quality/claude/claude-posttooluse.cjs	2	opencode:hooks	post-edit-quality	cjs		
.opencode/hooks/post-edit-quality/codex/post-edit-quality.cjs	1	opencode:hooks	post-edit-quality	cjs		
.opencode/hooks/post-edit-quality/devin/post-edit-quality.cjs	1	opencode:hooks	post-edit-quality	cjs		
.opencode/hooks/post-edit-quality/lib/post-edit-router.cjs	9	opencode:hooks	post-edit-quality	cjs		
.opencode/hooks/post-edit-quality/pi/post-edit-quality.ts	2	opencode:hooks	post-edit-quality	ts		
.opencode/hooks/session-cleanup/README.md	12	opencode:hooks	session-cleanup	md	3	9
.opencode/hooks/session-lifecycle/README.md	5	opencode:hooks	session-lifecycle	md	3	2
.opencode/hooks/shared/README.md	4	opencode:hooks	shared	md	2	2
.opencode/hooks/shared/hook-adapter-shared.cjs	1	opencode:hooks	shared	cjs		
.opencode/hooks/shared/hook-flags.sh	2	opencode:hooks	shared	sh		
.opencode/hooks/task-dispatch/README.md	9	opencode:hooks	task-dispatch	md	3	6
.opencode/hooks/task-dispatch/cursor/task-dispatch-guard.mjs	1	opencode:hooks	task-dispatch	mjs		
.opencode/hooks/task-dispatch/lib/dispatch-guard.cjs	2	opencode:hooks	task-dispatch	cjs		
.opencode/hooks/task-dispatch/pi/task-dispatch-guard.ts	2	opencode:hooks	task-dispatch	ts		
.opencode/hooks/vitest.config.ts	2	opencode:hooks	vitest.config.ts	ts		
.opencode/install-guides/README.md	81	opencode:install-guides	README.md	md	40	41
.opencode/install-guides/install-scripts/README.md	3	opencode:install-guides	install-scripts	md	3	0
.opencode/logs/README.md	7	opencode:logs	README.md	md	2	5
.opencode/package-lock.json	2	opencode:package-lock.json	(root)	json		
.opencode/plugins/README.md	5	opencode:plugins	README.md	md	2	3
.opencode/plugins/cli-dispatch-audit.js	3	opencode:plugins	cli-dispatch-audit.js	js		
.opencode/plugins/codex-hooks-watchdog.js	3	opencode:plugins	codex-hooks-watchdog.js	js		
.opencode/plugins/lib/opencode-message-identity.js	1	opencode:plugins	lib	js		
.opencode/plugins/mcp-route-guard.js	1	opencode:plugins	mcp-route-guard.js	js		
.opencode/plugins/session-cleanup.js	6	opencode:plugins	session-cleanup.js	js		
.opencode/plugins/sk-code-post-edit-quality.js	1	opencode:plugins	sk-code-post-edit-quality.js	js		
.opencode/plugins/sk-git-preflight-advisory.js	1	opencode:plugins	sk-git-preflight-advisory.js	js		
.opencode/plugins/system-completion-sentinel.js	1	opencode:plugins	system-completion-sentinel.js	js		
.opencode/plugins/system-deep-loop-guard.js	1	opencode:plugins	system-deep-loop-guard.js	js		
.opencode/plugins/system-dist-freshness-guard.js	1	opencode:plugins	system-dist-freshness-guard.js	js		
.opencode/plugins/system-skill-advisor.js	1	opencode:plugins	system-skill-advisor.js	js		
.opencode/plugins/system-spec-gate.js	2	opencode:plugins	system-spec-gate.js	js		
.opencode/plugins/system-speckit-completion.js	1	opencode:plugins	system-speckit-completion.js	js		
.opencode/plugins/tests/README.md	3	opencode:plugins	tests	md	2	1
.opencode/plugins/tests/claude-task-dispatch-guard.test.cjs	5	opencode:plugins	tests	cjs		
.opencode/plugins/tests/goal-doc-contract.test.cjs	21	opencode:plugins	tests	cjs		
.opencode/plugins/tests/helpers/README.md	6	opencode:plugins	tests	md	5	1
.opencode/plugins/tests/opencode-goal-capabilities.test.cjs	2	opencode:plugins	tests	cjs		
.opencode/plugins/tests/opencode-goal-lifecycle.test.cjs	4	opencode:plugins	tests	cjs		
.opencode/plugins/tests/opencode-goal-state.test.cjs	7	opencode:plugins	tests	cjs		
.opencode/plugins/tests/opencode-goal-supervisor.test.cjs	2	opencode:plugins	tests	cjs		
.opencode/plugins/tests/opencode-goal-tool-path.test.cjs	7	opencode:plugins	tests	cjs		
.opencode/plugins/tests/session-cleanup.test.cjs	5	opencode:plugins	tests	cjs		
.opencode/plugins/tests/sk-code-post-edit-quality.test.cjs	14	opencode:plugins	tests	cjs		
.opencode/plugins/tests/sk-communication-projection.test.cjs	1	opencode:plugins	tests	cjs		
.opencode/plugins/tests/system-deep-loop-guard.test.cjs	6	opencode:plugins	tests	cjs		
.opencode/plugins/tests/system-dist-freshness-guard.test.cjs	7	opencode:plugins	tests	cjs		
.opencode/plugins/tests/system-skill-advisor.test.cjs	9	opencode:plugins	tests	cjs		
.opencode/plugins/tests/system-spec-gate.test.cjs	1	opencode:plugins	tests	cjs		
.opencode/scripts/README.md	8	opencode:scripts	README.md	md	7	1
.opencode/scripts/check-vendored-fork-provenance.mjs	1	opencode:scripts	check-vendored-fork-provenance.mjs	mjs		
.opencode/scripts/copy-skill-advisor-dist-data.sh	3	opencode:scripts	copy-skill-advisor-dist-data.sh	sh		
.opencode/scripts/git-hooks/README.md	17	opencode:scripts	git-hooks	md	14	3
.opencode/scripts/git-hooks/commit-msg	1	opencode:scripts	git-hooks	commit-msg		
.opencode/scripts/git-hooks/lib/README.md	4	opencode:scripts	git-hooks	md	3	1
.opencode/scripts/git-hooks/lib/autostash-orphan-guard.sh	2	opencode:scripts	git-hooks	sh		
.opencode/scripts/git-hooks/post-commit	7	opencode:scripts	git-hooks	post-commit		
.opencode/scripts/git-hooks/post-merge	4	opencode:scripts	git-hooks	post-merge		
.opencode/scripts/git-hooks/post-rewrite	4	opencode:scripts	git-hooks	post-rewrite		
.opencode/scripts/git-hooks/pre-commit	43	opencode:scripts	git-hooks	pre-commit		
.opencode/scripts/git-hooks/pre-push	19	opencode:scripts	git-hooks	pre-push		
.opencode/scripts/git-hooks/prepare-commit-msg	3	opencode:scripts	git-hooks	prepare-commit-msg		
.opencode/scripts/git-hooks/tests/README.md	7	opencode:scripts	git-hooks	md	7	0
.opencode/scripts/git-hooks/tests/autostash-orphan-guard.test.sh	6	opencode:scripts	git-hooks	sh		
.opencode/scripts/git-hooks/tests/commit-msg.test.sh	1	opencode:scripts	git-hooks	sh		
.opencode/scripts/git-hooks/tests/install-git-hooks-worktree-harness.sh	5	opencode:scripts	git-hooks	sh		
.opencode/scripts/git-hooks/tests/pre-commit.test.sh	25	opencode:scripts	git-hooks	sh		
.opencode/scripts/git-hooks/tests/pre-push.test.sh	14	opencode:scripts	git-hooks	sh		
.opencode/scripts/git-hooks/tests/prepare-commit-msg.test.sh	6	opencode:scripts	git-hooks	sh		
.opencode/scripts/install-git-hooks.sh	6	opencode:scripts	install-git-hooks.sh	sh		
.opencode/scripts/launchagents/README.md	4	opencode:scripts	launchagents	md	3	1
.opencode/scripts/launchagents/com.michelkerkmeester.orphan-sweep.plist	2	opencode:scripts	launchagents	plist		
.opencode/scripts/run-node-tests.mjs	7	opencode:scripts	run-node-tests.mjs	mjs		
.opencode/scripts/session-cleanup.sh	2	opencode:scripts	session-cleanup.sh	sh		
