label,backend,ep,ml_compute_units,model_format,static_shapes,batch_size,iteration,latency_ms,per_item_latency_ms
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,23,336.633917002473,336.633917002473
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,24,167.65466699871467,167.65466699871467
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,25,250.28937500610482,250.28937500610482
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,26,249.32337499922141,249.32337499922141
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,27,278.12195799924666,278.12195799924666
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,28,235.9722920009517,235.9722920009517
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,29,442.8753329993924,442.8753329993924
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,30,268.5106669960078,268.5106669960078
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,31,281.44087500550086,281.44087500550086
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,32,267.4170829996001,267.4170829996001
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,33,272.3457910033176,272.3457910033176
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,34,398.8729579941719,398.8729579941719
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,35,331.1785839978256,331.1785839978256
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,36,242.3492090019863,242.3492090019863
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,37,240.79008400440216,240.79008400440216
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,38,231.28295799688203,231.28295799688203
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,39,274.38870900368784,274.38870900368784
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,40,350.6897920015035,350.6897920015035
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,41,291.46195799694397,291.46195799694397
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,42,273.15558299596887,273.15558299596887
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,43,273.80079200520413,273.80079200520413
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,44,55.51220900088083,55.51220900088083
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,45,248.4455000012531,248.4455000012531
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,46,395.7962500062422,395.7962500062422
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,47,242.40525000641355,242.40525000641355
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,48,246.9226660032291,246.9226660032291
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,49,237.30283299664734,237.30283299664734
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,50,212.8694590064697,212.8694590064697
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,51,203.83912500255974,203.83912500255974
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,52,333.3529590017861,333.3529590017861
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,53,305.1825000002282,305.1825000002282
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,54,284.32850000535836,284.32850000535836
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,55,254.26320800033864,254.26320800033864
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,56,226.9794159947196,226.9794159947196
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,57,208.10004099621437,208.10004099621437
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,58,315.780500000983,315.780500000983
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,59,286.9016249969718,286.9016249969718
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,60,218.29729200544534,218.29729200544534
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,61,263.4334999966086,263.4334999966086
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,62,262.50504199560964,262.50504199560964
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,63,245.53745800221805,245.53745800221805
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,64,299.10554199886974,299.10554199886974
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,65,262.75112500297837,262.75112500297837
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,66,246.51566600368824,246.51566600368824
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,67,259.5025829941733,259.5025829941733
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,68,266.4644579999731,266.4644579999731
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,69,274.9452080024639,274.9452080024639
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,70,355.25558299559634,355.25558299559634
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,71,150.51079200202366,150.51079200202366
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,72,285.8251659999951,285.8251659999951
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,73,336.8875419982942,336.8875419982942
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,74,159.9876249965746,159.9876249965746
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,75,263.0686250049621,263.0686250049621
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,76,244.63391600147588,244.63391600147588
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,77,369.9840420013061,369.9840420013061
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,78,263.4139170040726,263.4139170040726
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,79,349.31041600066237,349.31041600066237
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,80,253.30054100049892,253.30054100049892
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,81,283.25445800146554,283.25445800146554
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,82,307.7752499957569,307.7752499957569
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,83,313.62083299609367,313.62083299609367
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,84,337.37545799522195,337.37545799522195
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,85,280.35375000035856,280.35375000035856
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,86,223.87487500236603,223.87487500236603
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,87,220.2552909948281,220.2552909948281
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,88,340.67824999510776,340.67824999510776
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,89,291.5934170014225,291.5934170014225
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,90,254.7500000000582,254.7500000000582
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,91,251.94420800107764,251.94420800107764
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,92,281.5677090038662,281.5677090038662
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,93,350.3213330041035,350.3213330041035
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,94,69.09129200357711,69.09129200357711
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,95,260.09220800187904,260.09220800187904
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,96,294.48587499791756,294.48587499791756
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,97,238.69195899897022,238.69195899897022
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,98,260.8411250039353,260.8411250039353
profile-CPUAndNeuralEngine,onnx,CoreMLExecutionProvider,CPUAndNeuralEngine,MLProgram,0,1,99,223.45991699694423,223.45991699694423
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,0,153.54579200356966,153.54579200356966
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,1,155.12558400223497,155.12558400223497
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,2,282.81358299864223,282.81358299864223
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,3,218.82229199400172,218.82229199400172
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,4,218.47587500087684,218.47587500087684
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,5,207.1706249989802,207.1706249989802
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,6,192.09650000266265,192.09650000266265
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,7,176.71354099729797,176.71354099729797
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,8,317.5286249970668,317.5286249970668
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,9,213.87041699927067,213.87041699927067
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,10,157.44641699711792,157.44641699711792
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,11,216.9244169999729,216.9244169999729
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,12,188.77387499378528,188.77387499378528
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,13,191.11408299795585,191.11408299795585
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,14,165.7200420013396,165.7200420013396
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,15,154.95108300092397,154.95108300092397
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,16,189.83450000087032,189.83450000087032
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,17,243.24150000029476,243.24150000029476
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,18,219.60745799879078,219.60745799879078
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,19,209.65587500541005,209.65587500541005
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,20,201.3199170032749,201.3199170032749
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,21,119.91266699624248,119.91266699624248
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,22,212.46704200166278,212.46704200166278
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,23,204.28499999979977,204.28499999979977
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,24,123.21379199420335,123.21379199420335
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,25,268.4823339950526,268.4823339950526
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,26,216.80608300084714,216.80608300084714
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,27,264.8350829986157,264.8350829986157
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,28,191.06620799720986,191.06620799720986
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,29,272.38300000317395,272.38300000317395
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,30,188.4719169975142,188.4719169975142
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,31,193.78054200205952,193.78054200205952
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,32,270.23329099756666,270.23329099756666
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,33,258.9174999957322,258.9174999957322
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,34,271.2429159946623,271.2429159946623
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,35,200.95195800240617,200.95195800240617
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,36,166.44566700415453,166.44566700415453
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,37,171.929457996157,171.929457996157
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,38,177.46649999753572,177.46649999753572
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,39,311.82883300061803,311.82883300061803
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,40,198.3094160023029,198.3094160023029
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,41,197.6736670039827,197.6736670039827
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,42,195.87754199892515,195.87754199892515
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,43,231.09649999969406,231.09649999969406
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,44,46.21804199996404,46.21804199996404
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,45,196.7399160057539,196.7399160057539
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,46,360.2055000010296,360.2055000010296
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,47,218.41416600364028,218.41416600364028
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,48,224.24508299445733,224.24508299445733
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,49,205.61299999826588,205.61299999826588
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,50,182.22383400279796,182.22383400279796
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,51,169.5523750022403,169.5523750022403
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,52,200.74900000327034,200.74900000327034
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,53,214.26174999942305,214.26174999942305
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,54,349.1845840035239,349.1845840035239
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,55,227.46029100380838,227.46029100380838
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,56,200.62950000283308,200.62950000283308
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,57,154.7639159980463,154.7639159980463
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,58,229.85874999722,229.85874999722
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,59,169.75183400063543,169.75183400063543
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,60,161.11320799973328,161.11320799973328
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,61,269.8216249991674,269.8216249991674
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,62,236.28529199777404,236.28529199777404
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,63,187.18554199585924,187.18554199585924
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,64,166.1360420039273,166.1360420039273
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,65,156.82591700169723,156.82591700169723
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,66,174.56791699805763,174.56791699805763
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,67,191.4760829968145,191.4760829968145
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,68,204.94266700552544,204.94266700552544
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,69,318.66387499758275,318.66387499758275
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,70,219.44120899570407,219.44120899570407
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,71,99.66500000155065,99.66500000155065
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,72,192.72779199673096,192.72779199673096
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,73,175.8533329993952,175.8533329993952
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,74,109.94537499936996,109.94537499936996
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,75,179.47825000010198,179.47825000010198
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,76,173.834542001714,173.834542001714
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,77,289.42312500294065,289.42312500294065
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,78,190.9313750002184,190.9313750002184
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,79,267.1584579948103,267.1584579948103
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,80,177.23300000216113,177.23300000216113
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,81,188.71208299970021,188.71208299970021
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,82,177.01799999485957,177.01799999485957
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,83,214.42820799711626,214.42820799711626
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,84,331.9053340019309,331.9053340019309
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,85,216.01170799840475,216.01170799840475
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,86,162.50912499526748,162.50912499526748
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,87,162.26150000147754,162.26150000147754
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,88,167.61758400389226,167.61758400389226
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,89,201.7052919982234,201.7052919982234
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,90,224.18287499749567,224.18287499749567
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,91,274.73729100165656,274.73729100165656
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,92,209.31970800302224,209.31970800302224
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,93,232.07066699978895,232.07066699978895
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,94,43.57070800324436,43.57070800324436
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,95,197.9682090022834,197.9682090022834
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,96,276.03020799870137,276.03020799870137
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,97,197.19145799899707,197.19145799899707
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,98,216.0250829983852,216.0250829983852
compute-CPUOnly,onnx,CoreMLExecutionProvider,CPUOnly,MLProgram,0,1,99,323.474291995808,323.474291995808
compute-CPUAndGPU,onnx,CoreMLExecutionProvider,CPUAndGPU,MLProgram,0,1,0,1476.2122920001275,1476.2122920001275
compute-CPUAndGPU,onnx,CoreMLExecutionProvider,CPUAndGPU,MLProgram,0,1,1,1423.641667002812,1423.641667002812
compute-CPUAndGPU,onnx,CoreMLExecutionProvider,CPUAndGPU,MLProgram,0,1,2,1486.553458002163,1486.553458002163
compute-CPUAndGPU,onnx,CoreMLExecutionProvider,CPUAndGPU,MLProgram,0,1,3,1536.8156250042375,1536.8156250042375
