path	hit_lines	area	subarea	ext	md_fenced_lines	md_inline_lines
.hermes/skills/sk-code-webflow/SKILL.md	1	runtime:hermes	skills	md	0	1
.hermes/skills/sk-code/SKILL.md	4	runtime:hermes	skills	md	0	4
.hermes/skills/sk-communication/SKILL.md	8	runtime:hermes	skills	md	0	8
.hermes/skills/sk-create-agent/SKILL.md	15	runtime:hermes	skills	md	6	9
.hermes/skills/sk-create-benchmark/SKILL.md	3	runtime:hermes	skills	md	1	2
.hermes/skills/sk-create-changelog/SKILL.md	24	runtime:hermes	skills	md	7	17
.hermes/skills/sk-create-command/SKILL.md	14	runtime:hermes	skills	md	9	5
.hermes/skills/sk-create-diff/SKILL.md	3	runtime:hermes	skills	md	0	3
.hermes/skills/sk-create-feature-catalog/SKILL.md	7	runtime:hermes	skills	md	4	3
.hermes/skills/sk-create-frontmatter/SKILL.md	3	runtime:hermes	skills	md	0	3
.hermes/skills/sk-create-manual-testing-playbook/SKILL.md	10	runtime:hermes	skills	md	6	4
.hermes/skills/sk-create-quality-control/SKILL.md	18	runtime:hermes	skills	md	7	11
.hermes/skills/sk-create-readme/SKILL.md	7	runtime:hermes	skills	md	5	2
.hermes/skills/sk-create-repo-rule/SKILL.md	2	runtime:hermes	skills	md	0	2
.hermes/skills/sk-create-skill/SKILL.md	6	runtime:hermes	skills	md	0	6
.hermes/skills/sk-create-with-human-voice/SKILL.md	2	runtime:hermes	skills	md	1	1
.hermes/skills/sk-design-chart/SKILL.md	1	runtime:hermes	skills	md	0	1
.hermes/skills/sk-design-diagram/SKILL.md	1	runtime:hermes	skills	md	0	1
.hermes/skills/sk-design-fundamentals/SKILL.md	1	runtime:hermes	skills	md	0	1
.hermes/skills/sk-design-md-generator/SKILL.md	6	runtime:hermes	skills	md	4	2
.hermes/skills/sk-design/SKILL.md	2	runtime:hermes	skills	md	0	2
.hermes/skills/sk-doc/SKILL.md	2	runtime:hermes	skills	md	0	2
.hermes/skills/sk-git/SKILL.md	11	runtime:hermes	skills	md	1	10
.hermes/skills/sk-prompt/SKILL.md	2	runtime:hermes	skills	md	0	2
.hermes/skills/sk-vision/SKILL.md	6	runtime:hermes	skills	md	0	6
.hermes/skills/system-deep-loop/SKILL.md	6	runtime:hermes	skills	md	0	6
.hermes/skills/system-skill-advisor/SKILL.md	10	runtime:hermes	skills	md	0	10
.hermes/skills/system-spec-kit/SKILL.md	19	runtime:hermes	skills	md	0	19
.pi/SYNC.md	20	runtime:pi	SYNC.md	md	4	16
.pi/agents/ai-council.md	21	runtime:pi	agents	md	3	18
.pi/agents/code.md	14	runtime:pi	agents	md	0	14
.pi/agents/context.md	9	runtime:pi	agents	md	0	9
.pi/agents/debug.md	6	runtime:pi	agents	md	0	6
.pi/agents/deep-improvement.md	7	runtime:pi	agents	md	0	7
.pi/agents/deep-research.md	8	runtime:pi	agents	md	1	7
.pi/agents/deep-review.md	16	runtime:pi	agents	md	1	15
.pi/agents/design.md	14	runtime:pi	agents	md	0	14
.pi/agents/markdown.md	24	runtime:pi	agents	md	0	24
.pi/agents/orchestrate.md	28	runtime:pi	agents	md	3	25
.pi/agents/prompt-improver.md	9	runtime:pi	agents	md	0	9
.pi/agents/review.md	7	runtime:pi	agents	md	0	7
.pi/extensions/README.md	20	runtime:pi	extensions	md	0	20
.pi/extensions/lib/README.md	1	runtime:pi	extensions	md	0	1
.pi/mcp.json	1	runtime:pi	mcp.json	json		
.pi/prompts/agent-router.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/create-agent.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/create-benchmark.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/create-changelog.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/create-command.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/create-diff.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/create-feature-catalog.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/create-manual-testing-playbook.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/create-readme.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/create-repo-rule.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/create-skill-parent.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/create-skill.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/create-with-human-voice.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/deep-agent-improvement.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/deep-ai-council.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/deep-model-benchmark.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/deep-research.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/deep-review.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/design-chart.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/design-diagram.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/design-extract.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/doctor-mcp.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/doctor-speckit.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/doctor-update.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/goal-pi.md	1	runtime:pi	prompts	md	0	1
.pi/prompts/prompt-improve.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/rewrite-response-by-external-agent.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/rewrite-response.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/speckit-complete.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/speckit-implement.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/speckit-plan.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/speckit-resume.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/speckit-save.md	2	runtime:pi	prompts	md	0	2
.pi/prompts/speckit-search.md	2	runtime:pi	prompts	md	0	2
