section	link	raw	into_opencode	resolved	raw_keep_compat	raw_no_compat	dangling	origin	class
claude	.claude/commands/deep/research.md	../../../.opencode/commands/deep/research.md	yes	.opencode/commands/deep/research.md	../../../.opencode/commands/deep/research.md	../../../.skilled/commands/deep/research.md	no	generated: sync-runtime-mirrors.cjs L126-134 (listCommandPaths + toFlatName; 33 filtered per-file mirrors)	regenerate
claude	.claude/commands/deep/review.md	../../../.opencode/commands/deep/review.md	yes	.opencode/commands/deep/review.md	../../../.opencode/commands/deep/review.md	../../../.skilled/commands/deep/review.md	no	generated: sync-runtime-mirrors.cjs L126-134 (listCommandPaths + toFlatName; 33 filtered per-file mirrors)	regenerate
claude	.claude/commands/design/chart.md	../../../.opencode/commands/design/chart.md	yes	.opencode/commands/design/chart.md	../../../.opencode/commands/design/chart.md	../../../.skilled/commands/design/chart.md	no	generated: sync-runtime-mirrors.cjs L126-134 (listCommandPaths + toFlatName; 33 filtered per-file mirrors)	regenerate
claude	.claude/commands/design/diagram.md	../../../.opencode/commands/design/diagram.md	yes	.opencode/commands/design/diagram.md	../../../.opencode/commands/design/diagram.md	../../../.skilled/commands/design/diagram.md	no	generated: sync-runtime-mirrors.cjs L126-134 (listCommandPaths + toFlatName; 33 filtered per-file mirrors)	regenerate
claude	.claude/commands/design/extract.md	../../../.opencode/commands/design/extract.md	yes	.opencode/commands/design/extract.md	../../../.opencode/commands/design/extract.md	../../../.skilled/commands/design/extract.md	no	generated: sync-runtime-mirrors.cjs L126-134 (listCommandPaths + toFlatName; 33 filtered per-file mirrors)	regenerate
claude	.claude/commands/doctor/mcp.md	../../../.opencode/commands/doctor/mcp.md	yes	.opencode/commands/doctor/mcp.md	../../../.opencode/commands/doctor/mcp.md	../../../.skilled/commands/doctor/mcp.md	no	generated: sync-runtime-mirrors.cjs L126-134 (listCommandPaths + toFlatName; 33 filtered per-file mirrors)	regenerate
claude	.claude/commands/doctor/speckit.md	../../../.opencode/commands/doctor/speckit.md	yes	.opencode/commands/doctor/speckit.md	../../../.opencode/commands/doctor/speckit.md	../../../.skilled/commands/doctor/speckit.md	no	generated: sync-runtime-mirrors.cjs L126-134 (listCommandPaths + toFlatName; 33 filtered per-file mirrors)	regenerate
claude	.claude/commands/doctor/update.md	../../../.opencode/commands/doctor/update.md	yes	.opencode/commands/doctor/update.md	../../../.opencode/commands/doctor/update.md	../../../.skilled/commands/doctor/update.md	no	generated: sync-runtime-mirrors.cjs L126-134 (listCommandPaths + toFlatName; 33 filtered per-file mirrors)	regenerate
claude	.claude/commands/prompt/improve.md	../../../.opencode/commands/prompt/improve.md	yes	.opencode/commands/prompt/improve.md	../../../.opencode/commands/prompt/improve.md	../../../.skilled/commands/prompt/improve.md	no	generated: sync-runtime-mirrors.cjs L126-134 (listCommandPaths + toFlatName; 33 filtered per-file mirrors)	regenerate
claude	.claude/commands/rewrite/response-by-external-agent.md	../../../.opencode/commands/rewrite/response-by-external-agent.md	yes	.opencode/commands/rewrite/response-by-external-agent.md	../../../.opencode/commands/rewrite/response-by-external-agent.md	../../../.skilled/commands/rewrite/response-by-external-agent.md	no	generated: sync-runtime-mirrors.cjs L126-134 (listCommandPaths + toFlatName; 33 filtered per-file mirrors)	regenerate
claude	.claude/commands/rewrite/response.md	../../../.opencode/commands/rewrite/response.md	yes	.opencode/commands/rewrite/response.md	../../../.opencode/commands/rewrite/response.md	../../../.skilled/commands/rewrite/response.md	no	generated: sync-runtime-mirrors.cjs L126-134 (listCommandPaths + toFlatName; 33 filtered per-file mirrors)	regenerate
claude	.claude/commands/speckit/complete.md	../../../.opencode/commands/speckit/complete.md	yes	.opencode/commands/speckit/complete.md	../../../.opencode/commands/speckit/complete.md	../../../.skilled/commands/speckit/complete.md	no	generated: sync-runtime-mirrors.cjs L126-134 (listCommandPaths + toFlatName; 33 filtered per-file mirrors)	regenerate
claude	.claude/commands/speckit/implement.md	../../../.opencode/commands/speckit/implement.md	yes	.opencode/commands/speckit/implement.md	../../../.opencode/commands/speckit/implement.md	../../../.skilled/commands/speckit/implement.md	no	generated: sync-runtime-mirrors.cjs L126-134 (listCommandPaths + toFlatName; 33 filtered per-file mirrors)	regenerate
claude	.claude/commands/speckit/plan.md	../../../.opencode/commands/speckit/plan.md	yes	.opencode/commands/speckit/plan.md	../../../.opencode/commands/speckit/plan.md	../../../.skilled/commands/speckit/plan.md	no	generated: sync-runtime-mirrors.cjs L126-134 (listCommandPaths + toFlatName; 33 filtered per-file mirrors)	regenerate
claude	.claude/commands/speckit/resume.md	../../../.opencode/commands/speckit/resume.md	yes	.opencode/commands/speckit/resume.md	../../../.opencode/commands/speckit/resume.md	../../../.skilled/commands/speckit/resume.md	no	generated: sync-runtime-mirrors.cjs L126-134 (listCommandPaths + toFlatName; 33 filtered per-file mirrors)	regenerate
claude	.claude/commands/speckit/save.md	../../../.opencode/commands/speckit/save.md	yes	.opencode/commands/speckit/save.md	../../../.opencode/commands/speckit/save.md	../../../.skilled/commands/speckit/save.md	no	generated: sync-runtime-mirrors.cjs L126-134 (listCommandPaths + toFlatName; 33 filtered per-file mirrors)	regenerate
claude	.claude/commands/speckit/search.md	../../../.opencode/commands/speckit/search.md	yes	.opencode/commands/speckit/search.md	../../../.opencode/commands/speckit/search.md	../../../.skilled/commands/speckit/search.md	no	generated: sync-runtime-mirrors.cjs L126-134 (listCommandPaths + toFlatName; 33 filtered per-file mirrors)	regenerate
claude	.claude/hooks/check-dist-staleness.sh	../../.opencode/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	yes	.opencode/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	../../.opencode/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	../../.skilled/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	no	generated: sync-runtime-mirrors.cjs L43-48,L106-111,L136-140 (hookSourcesFromConfig reads .claude/settings.json)	regenerate
claude	.claude/hooks/check-git-hooks.sh	../../.opencode/bin/check-git-hooks.sh	yes	.opencode/bin/check-git-hooks.sh	../../.opencode/bin/check-git-hooks.sh	../../.skilled/bin/check-git-hooks.sh	no	generated: sync-runtime-mirrors.cjs L43-48,L106-111,L136-140 (hookSourcesFromConfig reads .claude/settings.json)	regenerate
claude	.claude/hooks/claude-posttooluse.cjs	../../.opencode/hooks/post-edit-quality/claude/claude-posttooluse.cjs	yes	.opencode/hooks/post-edit-quality/claude/claude-posttooluse.cjs	../../.opencode/hooks/post-edit-quality/claude/claude-posttooluse.cjs	../../.skilled/hooks/post-edit-quality/claude/claude-posttooluse.cjs	no	generated: sync-runtime-mirrors.cjs L43-48,L106-111,L136-140 (hookSourcesFromConfig reads .claude/settings.json)	regenerate
claude	.claude/hooks/compact-inject.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/claude/compact-inject.js	yes	.opencode/skills/system-spec-kit/runtime/dist/hooks/claude/compact-inject.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/claude/compact-inject.js	../../.skilled/skills/system-spec-kit/runtime/dist/hooks/claude/compact-inject.js	no	generated: sync-runtime-mirrors.cjs L43-48,L106-111,L136-140 (hookSourcesFromConfig reads .claude/settings.json)	regenerate
claude	.claude/hooks/completion-evidence-stop.cjs	../../.opencode/skills/system-spec-kit/runtime/hooks/claude/completion-evidence-stop.cjs	yes	.opencode/skills/system-spec-kit/runtime/hooks/claude/completion-evidence-stop.cjs	../../.opencode/skills/system-spec-kit/runtime/hooks/claude/completion-evidence-stop.cjs	../../.skilled/skills/system-spec-kit/runtime/hooks/claude/completion-evidence-stop.cjs	no	generated: sync-runtime-mirrors.cjs L43-48,L106-111,L136-140 (hookSourcesFromConfig reads .claude/settings.json)	regenerate
claude	.claude/hooks/dispatch-audit-posttooluse.mjs	../../.opencode/hooks/dispatch/claude/dispatch-audit-posttooluse.mjs	yes	.opencode/hooks/dispatch/claude/dispatch-audit-posttooluse.mjs	../../.opencode/hooks/dispatch/claude/dispatch-audit-posttooluse.mjs	../../.skilled/hooks/dispatch/claude/dispatch-audit-posttooluse.mjs	no	generated: sync-runtime-mirrors.cjs L43-48,L106-111,L136-140 (hookSourcesFromConfig reads .claude/settings.json)	regenerate
claude	.claude/hooks/dispatch-preflight-lint.mjs	../../.opencode/hooks/dispatch/claude/dispatch-preflight-lint.mjs	yes	.opencode/hooks/dispatch/claude/dispatch-preflight-lint.mjs	../../.opencode/hooks/dispatch/claude/dispatch-preflight-lint.mjs	../../.skilled/hooks/dispatch/claude/dispatch-preflight-lint.mjs	no	generated: sync-runtime-mirrors.cjs L43-48,L106-111,L136-140 (hookSourcesFromConfig reads .claude/settings.json)	regenerate
claude	.claude/hooks/fable-subagent-guard.mjs	../../.opencode/hooks/task-dispatch/claude/fable-subagent-guard.mjs	yes	.opencode/hooks/task-dispatch/claude/fable-subagent-guard.mjs	../../.opencode/hooks/task-dispatch/claude/fable-subagent-guard.mjs	../../.skilled/hooks/task-dispatch/claude/fable-subagent-guard.mjs	no	generated: sync-runtime-mirrors.cjs L43-48,L106-111,L136-140 (hookSourcesFromConfig reads .claude/settings.json)	regenerate
claude	.claude/hooks/git-live-follow.sh	../../.opencode/bin/git-live-follow.sh	yes	.opencode/bin/git-live-follow.sh	../../.opencode/bin/git-live-follow.sh	../../.skilled/bin/git-live-follow.sh	no	generated: sync-runtime-mirrors.cjs L43-48,L106-111,L136-140 (hookSourcesFromConfig reads .claude/settings.json)	regenerate
claude	.claude/hooks/git-preflight-advisory.mjs	../../.opencode/skills/sk-git/scripts/hooks/git-preflight-advisory.mjs	yes	.opencode/skills/sk-git/scripts/hooks/git-preflight-advisory.mjs	../../.opencode/skills/sk-git/scripts/hooks/git-preflight-advisory.mjs	../../.skilled/skills/sk-git/scripts/hooks/git-preflight-advisory.mjs	no	generated: sync-runtime-mirrors.cjs L43-48,L106-111,L136-140 (hookSourcesFromConfig reads .claude/settings.json)	regenerate
claude	.claude/hooks/git-primary-reconcile.sh	../../.opencode/bin/git-primary-reconcile.sh	yes	.opencode/bin/git-primary-reconcile.sh	../../.opencode/bin/git-primary-reconcile.sh	../../.skilled/bin/git-primary-reconcile.sh	no	generated: sync-runtime-mirrors.cjs L43-48,L106-111,L136-140 (hookSourcesFromConfig reads .claude/settings.json)	regenerate
claude	.claude/hooks/install-codex-hooks.mjs	../../.opencode/bin/install-codex-hooks.mjs	yes	.opencode/bin/install-codex-hooks.mjs	../../.opencode/bin/install-codex-hooks.mjs	../../.skilled/bin/install-codex-hooks.mjs	no	generated: sync-runtime-mirrors.cjs L43-48,L106-111,L136-140 (hookSourcesFromConfig reads .claude/settings.json)	regenerate
claude	.claude/hooks/mcp-route-guard.cjs	../../.opencode/hooks/mcp-route-guard/claude/mcp-route-guard.cjs	yes	.opencode/hooks/mcp-route-guard/claude/mcp-route-guard.cjs	../../.opencode/hooks/mcp-route-guard/claude/mcp-route-guard.cjs	../../.skilled/hooks/mcp-route-guard/claude/mcp-route-guard.cjs	no	generated: sync-runtime-mirrors.cjs L43-48,L106-111,L136-140 (hookSourcesFromConfig reads .claude/settings.json)	regenerate
claude	.claude/hooks/session-cleanup.sh	../../.opencode/scripts/session-cleanup.sh	yes	.opencode/scripts/session-cleanup.sh	../../.opencode/scripts/session-cleanup.sh	../../.skilled/scripts/session-cleanup.sh	no	generated: sync-runtime-mirrors.cjs L43-48,L106-111,L136-140 (hookSourcesFromConfig reads .claude/settings.json)	regenerate
claude	.claude/hooks/session-prime.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/claude/session-prime.js	yes	.opencode/skills/system-spec-kit/runtime/dist/hooks/claude/session-prime.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/claude/session-prime.js	../../.skilled/skills/system-spec-kit/runtime/dist/hooks/claude/session-prime.js	no	generated: sync-runtime-mirrors.cjs L43-48,L106-111,L136-140 (hookSourcesFromConfig reads .claude/settings.json)	regenerate
claude	.claude/hooks/session-stop.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/claude/session-stop.js	yes	.opencode/skills/system-spec-kit/runtime/dist/hooks/claude/session-stop.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/claude/session-stop.js	../../.skilled/skills/system-spec-kit/runtime/dist/hooks/claude/session-stop.js	no	generated: sync-runtime-mirrors.cjs L43-48,L106-111,L136-140 (hookSourcesFromConfig reads .claude/settings.json)	regenerate
claude	.claude/hooks/spec-gate-classify.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/claude/spec-gate-classify.mjs	yes	.opencode/skills/system-spec-kit/runtime/hooks/claude/spec-gate-classify.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/claude/spec-gate-classify.mjs	../../.skilled/skills/system-spec-kit/runtime/hooks/claude/spec-gate-classify.mjs	no	generated: sync-runtime-mirrors.cjs L43-48,L106-111,L136-140 (hookSourcesFromConfig reads .claude/settings.json)	regenerate
claude	.claude/hooks/spec-gate-enforce.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/claude/spec-gate-enforce.mjs	yes	.opencode/skills/system-spec-kit/runtime/hooks/claude/spec-gate-enforce.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/claude/spec-gate-enforce.mjs	../../.skilled/skills/system-spec-kit/runtime/hooks/claude/spec-gate-enforce.mjs	no	generated: sync-runtime-mirrors.cjs L43-48,L106-111,L136-140 (hookSourcesFromConfig reads .claude/settings.json)	regenerate
claude	.claude/hooks/task-dispatch-guard.cjs	../../.opencode/hooks/task-dispatch/claude/task-dispatch-guard.cjs	yes	.opencode/hooks/task-dispatch/claude/task-dispatch-guard.cjs	../../.opencode/hooks/task-dispatch/claude/task-dispatch-guard.cjs	../../.skilled/hooks/task-dispatch/claude/task-dispatch-guard.cjs	no	generated: sync-runtime-mirrors.cjs L43-48,L106-111,L136-140 (hookSourcesFromConfig reads .claude/settings.json)	regenerate
claude	.claude/hooks/user-prompt-submit.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/claude/user-prompt-submit.js	yes	.opencode/skills/system-spec-kit/runtime/dist/hooks/claude/user-prompt-submit.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/claude/user-prompt-submit.js	../../.skilled/skills/system-spec-kit/runtime/dist/hooks/claude/user-prompt-submit.js	no	generated: sync-runtime-mirrors.cjs L43-48,L106-111,L136-140 (hookSourcesFromConfig reads .claude/settings.json)	regenerate
claude	.claude/hooks/worktree-guard.sh	../../.opencode/bin/worktree-guard.sh	yes	.opencode/bin/worktree-guard.sh	../../.opencode/bin/worktree-guard.sh	../../.skilled/bin/worktree-guard.sh	no	generated: sync-runtime-mirrors.cjs L43-48,L106-111,L136-140 (hookSourcesFromConfig reads .claude/settings.json)	regenerate
claude	.claude/manual-testing-playbook	../.opencode/skills/cli-external-orchestration/cli-claude-code/manual-testing-playbook	yes	.opencode/skills/cli-external-orchestration/cli-claude-code/manual-testing-playbook	../.opencode/skills/cli-external-orchestration/cli-claude-code/manual-testing-playbook	../.skilled/skills/cli-external-orchestration/cli-claude-code/manual-testing-playbook	no	hand-made whole-directory link (documented .claude/SYNC.md L28 surface table; no generator found)	mechanical
claude	.claude/skills	../.opencode/skills	yes	.opencode/skills	../.opencode/skills	../.skilled/skills	no	hand-made whole-directory link (documented .claude/SYNC.md L28 surface table; no generator found)	mechanical
codex	.codex/hooks/check-dist-staleness.sh	../../.opencode/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	yes	.opencode/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	../../.opencode/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	../../.skilled/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .codex/hooks.json)	regenerate
codex	.codex/hooks/check-git-hooks.sh	../../.opencode/bin/check-git-hooks.sh	yes	.opencode/bin/check-git-hooks.sh	../../.opencode/bin/check-git-hooks.sh	../../.skilled/bin/check-git-hooks.sh	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .codex/hooks.json)	regenerate
codex	.codex/hooks/compact-inject.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/codex/compact-inject.js	yes	.opencode/skills/system-spec-kit/runtime/dist/hooks/codex/compact-inject.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/codex/compact-inject.js	../../.skilled/skills/system-spec-kit/runtime/dist/hooks/codex/compact-inject.js	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .codex/hooks.json)	regenerate
codex	.codex/hooks/completion-evidence-stop.cjs	../../.opencode/skills/system-spec-kit/runtime/hooks/codex/completion-evidence-stop.cjs	yes	.opencode/skills/system-spec-kit/runtime/hooks/codex/completion-evidence-stop.cjs	../../.opencode/skills/system-spec-kit/runtime/hooks/codex/completion-evidence-stop.cjs	../../.skilled/skills/system-spec-kit/runtime/hooks/codex/completion-evidence-stop.cjs	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .codex/hooks.json)	regenerate
codex	.codex/hooks/dispatch-audit-posttooluse.mjs	../../.opencode/hooks/dispatch/codex/dispatch-audit-posttooluse.mjs	yes	.opencode/hooks/dispatch/codex/dispatch-audit-posttooluse.mjs	../../.opencode/hooks/dispatch/codex/dispatch-audit-posttooluse.mjs	../../.skilled/hooks/dispatch/codex/dispatch-audit-posttooluse.mjs	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .codex/hooks.json)	regenerate
codex	.codex/hooks/dispatch-preflight-lint.mjs	../../.opencode/hooks/dispatch/codex/dispatch-preflight-lint.mjs	yes	.opencode/hooks/dispatch/codex/dispatch-preflight-lint.mjs	../../.opencode/hooks/dispatch/codex/dispatch-preflight-lint.mjs	../../.skilled/hooks/dispatch/codex/dispatch-preflight-lint.mjs	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .codex/hooks.json)	regenerate
codex	.codex/hooks/git-live-follow.sh	../../.opencode/bin/git-live-follow.sh	yes	.opencode/bin/git-live-follow.sh	../../.opencode/bin/git-live-follow.sh	../../.skilled/bin/git-live-follow.sh	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .codex/hooks.json)	regenerate
codex	.codex/hooks/git-preflight-advisory.mjs	../../.opencode/skills/sk-git/scripts/hooks/git-preflight-advisory.mjs	yes	.opencode/skills/sk-git/scripts/hooks/git-preflight-advisory.mjs	../../.opencode/skills/sk-git/scripts/hooks/git-preflight-advisory.mjs	../../.skilled/skills/sk-git/scripts/hooks/git-preflight-advisory.mjs	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .codex/hooks.json)	regenerate
codex	.codex/hooks/git-primary-reconcile.sh	../../.opencode/bin/git-primary-reconcile.sh	yes	.opencode/bin/git-primary-reconcile.sh	../../.opencode/bin/git-primary-reconcile.sh	../../.skilled/bin/git-primary-reconcile.sh	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .codex/hooks.json)	regenerate
codex	.codex/hooks/mcp-route-guard.cjs	../../.opencode/hooks/mcp-route-guard/codex/mcp-route-guard.cjs	yes	.opencode/hooks/mcp-route-guard/codex/mcp-route-guard.cjs	../../.opencode/hooks/mcp-route-guard/codex/mcp-route-guard.cjs	../../.skilled/hooks/mcp-route-guard/codex/mcp-route-guard.cjs	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .codex/hooks.json)	regenerate
codex	.codex/hooks/post-edit-quality.cjs	../../.opencode/hooks/post-edit-quality/codex/post-edit-quality.cjs	yes	.opencode/hooks/post-edit-quality/codex/post-edit-quality.cjs	../../.opencode/hooks/post-edit-quality/codex/post-edit-quality.cjs	../../.skilled/hooks/post-edit-quality/codex/post-edit-quality.cjs	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .codex/hooks.json)	regenerate
codex	.codex/hooks/session-cleanup.sh	../../.opencode/scripts/session-cleanup.sh	yes	.opencode/scripts/session-cleanup.sh	../../.opencode/scripts/session-cleanup.sh	../../.skilled/scripts/session-cleanup.sh	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .codex/hooks.json)	regenerate
codex	.codex/hooks/session-start.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/codex/session-start.js	yes	.opencode/skills/system-spec-kit/runtime/dist/hooks/codex/session-start.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/codex/session-start.js	../../.skilled/skills/system-spec-kit/runtime/dist/hooks/codex/session-start.js	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .codex/hooks.json)	regenerate
codex	.codex/hooks/session-stop.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/codex/session-stop.js	yes	.opencode/skills/system-spec-kit/runtime/dist/hooks/codex/session-stop.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/codex/session-stop.js	../../.skilled/skills/system-spec-kit/runtime/dist/hooks/codex/session-stop.js	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .codex/hooks.json)	regenerate
codex	.codex/hooks/spec-gate-classify.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/codex/spec-gate-classify.mjs	yes	.opencode/skills/system-spec-kit/runtime/hooks/codex/spec-gate-classify.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/codex/spec-gate-classify.mjs	../../.skilled/skills/system-spec-kit/runtime/hooks/codex/spec-gate-classify.mjs	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .codex/hooks.json)	regenerate
codex	.codex/hooks/spec-gate-enforce.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/codex/spec-gate-enforce.mjs	yes	.opencode/skills/system-spec-kit/runtime/hooks/codex/spec-gate-enforce.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/codex/spec-gate-enforce.mjs	../../.skilled/skills/system-spec-kit/runtime/hooks/codex/spec-gate-enforce.mjs	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .codex/hooks.json)	regenerate
